@relation water_potability-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-R10-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R10

@attribute Instance_number numeric
@attribute ph numeric
@attribute Hardness numeric
@attribute Solids numeric
@attribute Chloramines numeric
@attribute Sulfate numeric
@attribute Conductivity numeric
@attribute Organic_carbon numeric
@attribute Trihalomethanes numeric
@attribute Turbidity numeric
@attribute Cluster numeric

@data
273,0.514849,0.465876,0.58259,0.60384,0.542857,0.50201,0.535023,0.571211,0.437274,1
274,0.505771,0.39569,0.259829,0.491397,0.634472,0.783056,0.433245,0.33751,0.439198,0
275,0.380353,0.843904,0.575043,0.993488,0.145461,0.368863,0.318192,0.440904,0.562892,1
276,0.505879,0.442657,0.484774,0.398543,0.628928,0.299981,0.642128,0.240553,0.38487,1
277,0.381013,0.643312,0.469189,0.445912,0.581699,0.312482,0.384956,0.538826,0.688477,1
278,0.768707,0.124338,0.421615,0.636039,0.538099,0.369357,0.402925,0.417882,0.60726,1
279,0.449058,0.764868,0.220937,0.55822,0.567225,0.667911,0.546392,0.590439,0.501959,0
280,0.699611,0.299026,0.334314,0.707541,0.462971,0.429547,0.369855,0.632583,0.282741,0
281,0.58646,0.434072,0.223493,0.788324,0.325216,0.366498,0.442416,0.489366,0.666677,0
282,0.495837,0.456678,0.32494,0.496688,0.581699,0.337499,0.679597,0.532673,0.588615,0
283,0.739723,0.322431,0.793032,0.68937,0.565072,0.322171,0.604428,0.621618,0.520297,1
284,0.568499,0.449965,0.382635,0.71904,0.37207,0.255553,0.533223,0.8682,0.614106,1
285,0.277331,0.712302,0.122005,0.013961,0.581699,0.279452,0.413433,0.481673,0.43184,0
286,0.405127,0.611591,0.256595,0.559575,0.581699,0.334089,0.601369,0.622413,0.450588,0
287,0.714521,0.34699,0.751861,0.983185,0.581699,0.687357,0.565644,0.292302,0.623252,1
288,0.468061,0.549073,0.553071,0.652775,0.414465,0.517051,0.466269,0.628215,0.612211,1
289,0.544897,0.396681,0.425623,0.625097,0.358046,0.549932,0.438083,0.526252,0.516555,1
290,0.342203,0.802667,0.288007,0.328969,0.705169,0.747323,0.329744,0.673072,0.342004,0
291,0.550783,0.487885,0.102316,0.394305,0.743107,0.58546,0.567463,0.466516,0.536764,0
292,0.592236,0.594087,0.323238,0.658777,0.416916,0.514857,0.399029,0.534431,0.37336,0
293,0.442369,0.64656,0.206264,0.343433,0.581699,0.36359,0.473568,0.6143,0.38129,0
294,0.64519,0.26845,0.25116,0.454442,0.692915,0.365778,0.491583,0.506138,0.657443,0
295,0.438535,0.686426,0.127418,0.461746,0.581699,0.410512,0.40525,0.854272,0.342391,0
296,0.509245,0.474952,0.418999,0.558577,0.522633,0.24799,0.544297,0.555075,0.372209,0
297,0.505771,0.52179,0.355093,0.412899,0.643378,0.573434,0.555229,0.676362,0.502853,1
298,0.387036,0.509064,0.584206,0.31351,0.581699,0.477454,0.159926,0.832657,0.577905,1
299,0.576821,0.538184,0.478812,0.793882,0.482166,0.245278,0.289314,0.584093,0.422182,1
300,0.505771,0.645125,0.364343,0.524898,0.70485,0.192128,0.359771,0.58226,0.49758,0
301,0.717834,0.309769,0.184482,0.641767,0.552532,0.456903,0.428205,0.74182,0.696441,0
302,0.404832,0.661957,0.273091,0.65928,0.4675,0.651624,0.461864,0.435647,0.412784,0
303,0.505771,0.486982,0.450779,0.566565,0.480716,0.412947,0.246364,0.585625,0.445816,1
304,0.637427,0.321034,0.453136,0.940218,0.581699,0.409447,0.37356,0.556351,0.511549,1
305,0.459205,0.646305,0.250804,0.454127,0.581699,0.497606,0.605953,0.701154,0.51707,0
306,0.497186,0.559623,0.181061,0.308876,0.581699,0.50206,0.317647,0.721619,0.6672,0
307,0.419548,0.565479,0.310243,0.693603,0.581699,0.417599,0.341735,0.523207,0.749119,0
308,0.485391,0.509086,0.24595,0.558481,0.533922,0.554651,0.666683,0.443471,0.70204,0
309,0.717216,0.240845,0.261804,0.5939,0.667177,0.657509,0.421277,0.604365,0.445748,0
310,0.505771,0.819116,0.725467,0.630974,0.29768,0.531886,0.479119,0.417211,0.505725,1
311,0.521146,0.68302,0.58652,0.379195,0.705026,0.35696,0.569069,0.721111,0.513996,1
312,0.505771,0.414936,0.475783,0.522646,0.62901,0.339764,0.672896,0.69738,0.387139,1
313,0.41876,0.499228,0.71829,0.315516,0.805868,0.262454,0.502149,0.477583,0.767143,1
314,0.520867,0.460835,0.552828,0.717009,0.369755,0.443508,0.539985,0.656748,0.570413,1
315,0.575915,0.555189,0.18466,0.746611,0.581699,0.575196,0.323791,0.326579,0.571345,0
316,0.558712,0.398088,0.377584,0.683526,0.556348,0.197868,0.574206,0.582746,0.393828,0
317,0.807271,0.108917,0.638796,0.639216,0.592282,0.4011,0.464632,0.424975,0.351594,1
318,0.470983,0.674964,0.414878,0.73845,0.581699,0.538979,0.467035,0.370966,0.169518,0
319,0.654363,0.262648,0.431764,0.450378,0.608723,0.346661,0.333331,0.436815,0.65004,1
320,0.505771,0.353232,0.232917,0.427952,0.638033,0.191316,0.258317,0.542335,0.845638,0
321,0.33164,0.944075,0.259333,0.575761,0.581699,0.451966,0.622252,0.481964,0.478893,0
322,0.557032,0.511306,0.531696,0.839677,0.366988,0.569537,0.615802,0.685042,0.502414,1
323,0.397453,0.757283,0.179371,0.537006,0.569094,0.328878,0.514945,0.408985,0.158062,0
324,0.563328,0.600745,0.632629,0.846872,0.433771,0.252915,0.313608,0.518607,0.593682,1
325,0.531656,0.528462,0.217236,0.310079,0.581699,0.435428,0.658863,0.578748,0.22969,0
326,0.261223,0.828225,0.384458,0.684835,0.581699,0.427986,0.604826,0.445854,0.352549,0
327,0.685514,0.434024,0.34204,0.594322,0.616637,0.268797,0.465428,0.404865,0.698649,0
328,0.497445,0.5997,0.486588,0.573244,0.54612,0.343794,0.418686,0.578856,0.480325,1
329,0.548065,0.382479,0.372185,0.460267,0.609149,0.384111,0.461789,0.515595,0.532847,1
330,0.481215,0.626308,0.400186,0.627919,0.581699,0.354677,0.174256,0.060342,0.494076,0
331,0.505771,0.420007,0.29963,0.607229,0.474931,0.49358,0.563224,0.491732,0.507798,0
332,0.384464,0.698556,0.293376,0.407044,0.763286,0.647,0.406848,0.641251,0.514905,0
333,0.501639,0.78745,0.257074,0.830075,0.377991,0.40434,0.11936,0.610784,0.665893,0
334,0.505771,0.737321,0.443879,0.479846,0.705501,0.661586,0.438849,0.626144,0.287226,1
335,0.716159,0.169244,0.413573,0.490185,0.728353,0.361949,0.371156,0.556019,0.432261,0
336,0.398845,0.77551,0.57396,0.488659,0.581699,0.169894,0.435455,0.669605,0.457583,1
337,0.568066,0.630914,0.30047,0.510953,0.581699,0.223431,0.645861,0.583727,0.720366,0
338,0.39287,0.751711,0.340883,0.627582,0.621584,0.504166,0.432812,0.481153,0.515878,0
339,0.538836,0.414198,0.30859,0.637292,0.457233,0.452559,0.426696,0.64501,0.412278,0
340,0.489167,0.405366,0.205505,0.376708,0.695939,0.659834,0.385214,0.560061,0.557119,0
341,0.505771,0.485246,0.491901,0.78517,0.362554,0.535995,0.350433,0.552529,0.440453,1
342,0.422161,0.853514,0.245031,0.491941,0.665808,0.898623,0.419094,0.72255,0.418023,0
343,0.62263,0.386475,0.187395,0.530067,0.581699,0.464353,0.40368,0.317937,0.331845,0
344,0.429778,0.630106,0.268201,0.379623,0.581699,0.352751,0.778462,0.65623,0.561972,0
345,0.683416,0.455869,0.631569,0.375577,0.897565,0.543714,0.410123,0.387333,0.519554,1
346,0.306875,0.83686,0.317727,0.36033,0.811397,0.259826,0.348398,0.567308,0.513014,0
347,0.253684,1,0.634556,0.671117,0.581699,0.5828,0.304992,0.570833,0.475703,1
348,0.609262,0.39997,0.293612,0.671219,0.512859,0.554625,0.386507,0.416112,0.439788,0
349,0.576096,0.459529,0.345537,0.558821,0.528876,0.551772,0.353142,0.368931,0.436073,0
350,0.654175,0.50506,0.254097,0.610496,0.581802,0.427148,0.382477,0.907699,0.58144,0
351,0.632042,0.51321,0.520675,1,0.151684,0.521647,0.378178,0.624145,0.484909,1
352,0.678247,0.502178,0.291717,0.561673,0.737915,0.398642,0.390717,0.508033,0.513999,0
353,0.575207,0.549753,0.14291,0.537439,0.594826,0.256968,0.265997,0.340861,0.413092,0
354,0.199896,0.957416,0.436906,0.529542,0.581699,0.593952,0.461117,0.335402,0.418463,1
355,0.458991,0.513429,0.191187,0.565098,0.671685,0.562214,0.446992,0.779479,0.43145,0
356,0.554091,0.60073,0.409463,0.57011,0.66666,0.633102,0.500154,0.86362,0.513411,1
357,0.553475,0.697722,0.476311,0.811045,0.24998,0.454738,0.543655,0.532673,0.200758,1
358,0.365528,0.646466,0.502299,0.458374,0.689285,0.306681,0.225035,0.621847,0.470257,1
359,0.534395,0.619638,0.193206,0.353711,0.790546,0.589117,0.571684,0.454098,0.531682,0
360,0.383873,0.55823,0.313421,0.226034,0.725968,0.294993,0.431076,0.532673,0.414592,0
361,0.504546,0.337989,0.289311,0.463664,0.701775,0.386651,0.392327,0.233084,0.367908,0
362,0.491175,0.520191,0.355597,0.413194,0.667077,0.293258,0.281676,0.549016,0.585241,0
363,0.343745,0.735429,0.18298,0.313945,0.764598,0.74414,0.613411,0.501156,0.297031,0
364,0.356681,0.707995,0.222963,0.478728,0.581699,0.434275,0.577573,0.490888,0.322142,0
365,0.342062,0.679968,0.45732,0.821764,0.165963,0.460552,0.367234,0.716141,0.273559,1
366,0.288378,0.885154,0.853738,0.581406,0.581699,0.384222,0.549537,0.706437,0.301578,1
367,0.464705,0.699534,0.479651,0.502801,0.604289,0.146483,0.435641,0.749854,0.576201,1
368,0.48427,0.386135,0.395594,0.545649,0.581699,0.486821,0.48208,0.755924,0.241842,0
369,0.496608,0.595829,0.548652,0.465665,0.581699,0.374084,0.459096,0.316926,0.502079,1
370,0.402029,0.650719,0.459945,0.599648,0.468494,0.296712,0.491159,0.27941,0.680787,1
371,0.426143,0.534525,0.279596,0.32208,0.782915,0.394018,0.357854,0.384834,0.515625,0
372,0.451388,0.484358,0.590379,0.752137,0.416418,0.220697,0.612909,0.753324,0.227477,1
373,0.573375,0.529288,0.121396,0.448942,0.581699,0.453705,0.777957,0.497064,0.383937,0
374,0.634477,0.319527,0.07448,0.380257,0.581699,0.613531,0.693344,0.159009,0.449597,0
375,0.427949,0.642661,0.487014,0.550436,0.57021,0.739951,0.595449,0.522294,0.641059,1
376,0.733746,0.421458,0.304959,0.760564,0.39953,0.463343,0.369997,0.662877,0.327072,0
377,0.505771,0.305108,0.349809,0.536661,0.581699,0.366299,0.484481,0.209046,0.6198,0
378,0.436081,0.731648,0.737667,0.549304,0.595889,0.233417,0.346811,0.713273,0.312552,1
379,0.674526,0.094527,0.330299,0.600623,0.530652,0.484724,0.396118,0.406569,0.385072,0
380,0.491958,0.639014,0.473978,0.795496,0.354601,0.358723,0.34913,0.545003,0.588805,1
381,0.465207,0.441745,0.407683,0.333566,0.700542,0.200383,0.49382,0.594976,0.558525,1
382,0.412337,0.601873,0.423667,0.648041,0.409849,0.496758,0.22246,0.480491,0.953725,1
383,0.350897,0.946062,0.718188,0.593031,0.431592,0.255294,0.48498,0.532673,0.6518,1
384,0.695683,0.433516,0.218405,0.538859,0.727377,0.32894,0.387839,0.549787,0.211397,0
385,0.395856,0.501429,0.325453,0.773712,0.228591,0.588348,0.623142,0.394552,0.420302,1
386,0.505771,0.529836,0.688721,0.677412,0.367561,0.355334,0.263804,0.606039,0.406832,1
387,0.505771,0.347737,0.26175,0.460097,0.581699,0.563391,0.666111,0.532673,0.378472,0
388,0.460638,0.699377,0.22425,0.683052,0.5272,0.511083,0.583023,0.675689,0.410701,0
389,0.391279,0.594746,0.443973,0.427276,0.601152,0.308748,0.55285,0.532673,0.439451,1
390,0.610336,0.485982,0.510759,0.563838,0.628914,0.371431,0.308323,0.665119,0.164143,1
391,0.527043,0.466283,0.150057,0.437496,0.581699,0.385648,0.514922,0.297346,0.333753,0
392,0.476,0.551908,0.255836,0.384015,0.618084,0.290053,0.52833,0.490164,0.147046,0
393,0.48397,0.620195,0.289756,0.618561,0.581699,0.309926,0.31878,0.458423,0.545214,0
394,0.624027,0.534095,0.393436,0.665639,0.568144,0.266045,0.548515,0.539602,0.444718,0
395,0.510498,0.540932,0.27239,0.51182,0.542853,0.592152,0.408208,0.536063,0.487004,0
396,0.505771,0.709043,0.153248,0.461995,0.655244,0.711859,0.49797,0.503682,0.794521,0
397,0.360024,0.670322,0.41593,0.43658,0.566228,0.607788,0.43446,0.305112,0.407133,1
398,0.505771,0.849318,0.351139,0.366752,0.622786,0.29111,0.504601,0.691067,0.482855,0
399,0.55325,0.438619,0.230119,0.384525,0.581699,0.419687,0.202928,0.542639,0.490326,0
400,0.447118,0.583794,0.608079,0.642934,0.36211,0.347562,0.12903,0.549268,0.522482,1
401,0.614028,0.515398,0.233113,0.373552,0.835127,0.291257,0.580769,0.532673,0.391356,0
402,0.411954,0.816274,0.247873,0.577445,0.529513,0.42489,0.501313,0.487451,0.462486,0
403,0.506353,0.576484,0.22196,0.605577,0.546248,0.329602,0.48644,0.534931,0.7962,0
404,0.573513,0.401203,0.317579,0.632599,0.43823,0.436858,0.708667,0.480561,0.555597,0
405,0.505771,0.866074,0.76529,0.554836,0.379304,0.657397,0.470178,0.594716,0.504997,1
406,0.337556,0.733569,0.336802,0.366654,0.710162,0.401551,0.596538,0.633443,0.322619,0
407,0.585412,0.606059,0.165313,0.465237,0.563002,0.387694,0.49299,0.584274,0.334413,0
408,0.460268,0.541126,0.417354,0.166918,0.871154,0.298797,0.564154,0.262156,0.57642,1
409,0.502792,0.479569,0.468038,0.359574,0.741098,0.720304,0.378514,0.467504,0.551339,1
410,0.505771,0.501733,0.443702,0.671684,0.581699,0.231517,0.42989,0.456238,0.559192,1
411,0.505771,0.502063,0.24055,0.494273,0.617805,0.414385,0.631579,0.54335,0.692081,0
412,0.496087,0.629427,0.592999,0.407018,0.593596,0.326154,0.688151,0.424054,0.637754,1
413,0.410151,0.510659,0.43527,0.457982,0.537955,0.553736,0.285723,0.428117,0.354144,1
414,0.399759,0.470749,0.289041,0.632757,0.496361,0.648455,0.311877,0.4631,0.715657,1
415,0.525027,0.530307,0.433702,0.787835,0.512503,0.657526,0.548648,0.489521,0.41859,1
416,0.447343,0.578391,0.510515,0.326894,0.627033,0.674193,0.527339,0.586431,0.484499,1
417,0.709073,0.584198,0.317637,0.599344,0.600055,0.526981,0.350974,0.690327,0.491914,0
418,0.384386,0.464802,0.247118,0.556184,0.520849,0.222513,0.382335,0.532673,0.550967,0
419,0.354382,0.431017,0.359705,0.749125,0.471924,0.468059,0.375538,0.508591,0.463762,0
420,0.461221,0.525343,0.29585,0.663807,0.587932,0.587467,0.811236,0.414232,0.224497,0
421,0.467098,0.606498,0.343306,0.480125,0.590786,0.613943,0.615467,0.731532,0.581842,1
422,0.446601,0.646925,0.387469,0.521813,0.496524,0.530029,0.430403,0.540827,0.240671,0
423,0.569096,0.482784,0.312991,0.744911,0.558181,0.357731,0.347323,0.539779,0.495247,0
424,0.505771,0.599581,0.602726,0.366992,0.63081,0.618717,0.524714,0.264743,0.638267,1
425,0.543537,0.637873,0.665923,0.522794,0.515956,0.330129,0.466489,0.592388,0.320636,1
426,0.49199,0.456644,0.322249,0.558646,0.582614,0.453816,0.328755,0.716097,0.757135,1
427,0.705648,0.585703,0.235653,0.46092,0.675559,0.456151,0.667664,0.536082,0.523507,0
428,0.545626,0.474586,0.295332,0.485017,0.66282,0.37194,0.348344,0.659174,0.576031,0
429,0.497278,0.638988,0.505379,0.261453,0.610252,0.609832,0.439674,0.565438,0.377525,1
430,0.575758,0.582573,0.249045,0.412391,0.66179,0.423071,0.504657,0.606088,0.406675,0
431,0.517162,0.602089,0.379469,0.436467,0.566312,0.251642,0.453393,0.485414,0.450482,0
432,0.53477,0.552231,0.411699,0.360748,0.606349,0.460244,0.533158,0.344015,0.680438,1
433,0.600747,0.679906,0.447136,0.417199,0.663265,0.590264,0.470583,0.445316,0.28878,1
434,0.438852,0.463713,0.472057,0.916676,0.450808,0.504494,0.419253,0.669644,0.3831,1
435,0.435441,0.462254,0.262589,0.603602,0.581699,0.44469,0.324095,0.497685,0.698142,0
436,0.456059,0.711867,0.650826,0.496725,0.477758,0.44809,0.52749,0.439651,0.509548,1
437,0.675905,0.645529,0.195443,0.205822,0.733171,0.531973,0.421624,0.499422,0.264735,0
438,0.562011,0.549903,0.330231,0.45863,0.59346,0.643395,0.547953,0.532673,0.54186,1
439,0.419511,0.385363,0.354476,0.735881,0.540739,0.298976,0.458012,0.523248,0.694061,0
440,0.505771,0.505785,0.42169,0.637302,0.544536,0.616667,0.677779,0.435138,0.698452,1
441,0.466379,0.589687,0.470381,0.305139,0.581699,0.422016,0.187406,0.672974,0.361333,1
442,0.368015,0.579876,0.438037,0.496267,0.581699,0.29469,0.394272,0.39846,0.612562,1
443,0.561333,0.593136,0.433172,0.481962,0.603192,0.336777,0.253333,0.584623,0.372938,0
444,0.550315,0.679033,0.356883,0.608407,0.581699,0.377569,0.486497,0.40712,0.298991,0
445,0.480572,0.557488,0.370534,0.572367,0.541042,0.251904,0.558939,0.472353,0.559784,0
446,0.747464,0.520736,0.104748,0.510987,0.581699,0.555116,0.473646,0.53515,0.662953,0
447,0.650913,0.57495,0.337366,0.517479,0.573627,0.420656,0.533677,0.62516,0.589353,0
448,0.577129,0.459676,0.202884,0.5435,0.58115,0.713582,0.48476,0.314707,0.408595,0
449,0.505619,0.671582,0.424535,0.278853,0.582793,0.347946,0.284813,0.33436,0.424776,1
450,0.505771,0.33334,0.042545,0.781701,0.608805,0.61449,0.340166,0.336152,0.499735,0
451,0.574564,0.443452,0.140794,0.585977,0.567961,0.43604,0.385574,0.613297,0.323303,0
452,0.502875,0.52785,0.339333,0.475175,0.545262,0.349516,0.505611,0.710361,0.480887,0
453,0.391712,0.430661,0.341903,0.567954,0.55033,0.218362,0.458659,0.51434,0.49416,0
454,0.6096,0.729602,0.362054,0.20679,0.673652,0.280273,0.478655,0.632563,0.206983,0
455,0.519042,0.469443,0.238697,0.619161,0.56294,0.460872,0.679069,0.700363,0.360643,0
456,0.446904,0.484745,0.272301,0.879386,0.581699,0.524296,0.323362,0.598881,0.516364,0
457,0.517168,0.560644,0.232189,0.499818,0.525645,0.61784,0.460299,0.666936,0.441099,0
458,0.620865,0.351132,0.036647,0.692809,0.622034,0.587459,0.450706,0.337904,0.157587,0
459,0.61711,0.439556,0.109878,0.63402,0.642597,0.41672,0.602659,0.26694,0.518611,0
460,0.512847,0.483954,0.17303,0.619296,0.60308,0.308769,0.377981,0.670052,0.459151,0
461,0.511714,0.567117,0.556677,0.7092,0.543302,0.409356,0.537205,0.725659,0.360053,1
462,0.63758,0.517084,0.245109,0.526358,0.603717,0.315494,0.730961,0.532673,0.246197,0
463,0.453794,0.576142,0.296983,0.263936,0.622701,0.364075,0.421664,0.483144,0.265868,0
464,0.477254,0.693094,0.423787,0.465946,0.511992,0.252759,0.227518,0.367909,0.284883,0
465,0.388952,0.558404,0.454472,0.536747,0.575483,0.321072,0.367386,0.529008,0.47211,1
466,0.538563,0.501988,0.348967,0.555068,0.579721,0.459262,0.522244,0.392091,0.582642,0
467,0.505771,0.553103,0.246519,0.6059,0.495205,0.381426,0.368649,0.466359,0.573352,0
468,0.312177,0.512246,0.479777,0.607837,0.488657,0.480581,0.542024,0.372856,0.604912,1
469,0.736886,0.616031,0.170025,0.242154,0.763442,0.543356,0.406618,0.580422,0.370079,0
470,0.4714,0.547318,0.340818,0.460449,0.575222,0.466031,0.411353,0.479431,0.61492,1
471,0.299827,0.515219,0.508506,0.528627,0.581699,0.331004,0.374958,0.402272,0.710244,1
472,0.565771,0.45676,0.215638,0.516313,0.647012,0.506917,0.547044,0.545687,0.363836,0
473,0.452195,0.432751,0.296788,0.604652,0.581699,0.446803,0.41016,0.542832,0.470789,0
474,0.505771,0.485557,0.379484,0.577502,0.581699,0.259255,0.386043,0.308439,0.695471,1
475,0.554582,0.503099,0.420402,0.599547,0.581699,0.380597,0.791055,0.279938,0.502019,1
476,0.588367,0.517344,0.323357,0.628823,0.645091,0.343089,0.595438,0.299978,0.659692,0
477,0.40566,0.510558,0.579944,0.667762,0.548729,0.130834,0.490431,0.532673,0.168193,1
478,0.529826,0.530809,0.37576,0.557348,0.581699,0.550173,0.518941,0.587768,0.609105,1
479,0.341142,0.539885,0.309736,0.359368,0.568541,0.485434,0.428006,0.680228,0.554389,0
480,0.561792,0.589815,0.229692,0.49009,0.581699,0.387992,0.40917,0.595453,0.63245,0
481,0.421676,0.560161,0.411668,0.574572,0.524523,0.44283,0.605621,0.480555,0.593134,1
482,0.550408,0.476948,0.298092,0.616378,0.584864,0.588536,0.323326,0.506397,0.456033,0
483,0.558223,0.518266,0.326866,0.691577,0.586991,0.345783,0.48963,0.589699,0.311243,0
484,0.438553,0.43894,0.387041,0.715662,0.536959,0.546718,0.648123,0.482929,0.452112,1
485,0.3601,0.528618,0.279468,0.586378,0.548552,0.459851,0.585164,0.533856,0.584928,0
486,0.619657,0.55607,0.241825,0.648014,0.647118,0.454333,0.599734,0.599118,0.667154,0
487,0.54924,0.630867,0.491459,0.463194,0.543925,0.609001,0.60434,0.681137,0.66715,1
488,0.612152,0.553661,0.155344,0.415632,0.581699,0.576502,0.369965,0.52985,0.596409,0
489,0.405126,0.4982,0.282512,0.388474,0.596699,0.398692,0.497933,0.25315,0.343863,0
490,0.4732,0.569153,0.346801,0.440579,0.520737,0.404843,0.374142,0.501228,0.262982,0
491,0.467215,0.53732,0.480994,0.528895,0.568128,0.610843,0.371624,0.546831,0.171286,1
492,0.505771,0.44164,0.29697,0.374156,0.607725,0.296245,0.656484,0.697209,1,1
493,0.660086,0.639334,0.349548,0.294652,0.581699,0.522033,0.403273,0.525813,0.721446,1
494,0.505771,0.417837,0.34476,0.565423,0.455098,0.48321,0.202196,0.482715,0.579501,1
495,0.452915,0.402299,0.245743,0.567339,0.606333,0.268342,0.269621,0.303142,0.757914,0
496,0.427168,0.485421,0.188903,0.261175,0.645304,0.632786,0.253973,0.482455,0.528879,0
497,0.543284,0.452556,0.174188,0.632535,0.581699,0.383351,0.396952,0.412988,0.338977,0
498,0.459108,0.474785,0.421513,0.543448,0.570107,0.673717,0.374493,0.486758,0.866514,1
499,0.505771,0.539794,0.288779,0.259904,0.581699,0.412346,0.473451,0.462402,0.461001,0
500,0.436362,0.523496,0.435637,0.682005,0.520415,0.339356,0.510116,0.592654,0.648724,1
501,0.417352,0.4384,0.309249,0.510869,0.575171,0.5688,0.472266,0.646474,0.509213,0
502,0.383396,0.464289,0.47102,0.4798,0.581699,0.493119,0.657863,0.539892,0.532651,1
503,0.381849,0.49821,0.360446,0.733863,0.539812,0.543231,0.371443,0.702241,0.283676,0
504,0.384736,0.599078,0.653929,0.608394,0.539134,0.30438,0.580414,0.514943,0.418333,1
505,0.708534,0.579029,0.266366,0.523469,0.66482,0.170093,0.569063,0.353406,0.504346,0
506,0.505771,0.619786,0.685322,0.468037,0.555468,0.562474,0.517706,0.387466,0.544153,1
507,0.508676,0.568504,0.332534,0.52737,0.581699,0.30155,0.547439,0.456627,0.439516,0
508,0.672735,0.457787,0.138849,0.634378,0.651341,0.726302,0.558821,0.848067,0.596452,0
509,0.532655,0.782049,0.505106,0.104266,0.581699,0.70493,0.368178,0.363156,0.502277,1
510,0.376588,0.5763,0.687777,0.665183,0.581699,0.400737,0.37272,0.371585,0.684166,1
511,0.520854,0.561848,0.354163,0.569608,0.598894,0.345866,0.209002,0.513407,0.527064,0
512,0.557417,0.639323,0.608408,0.494166,0.581699,0.283777,0.555456,0.600708,0.275551,1
513,0.488882,0.544189,0.382357,0.629699,0.581699,0.603195,0.332494,0.497308,0.269817,0
514,0.400625,0.382753,0.320411,0.70403,0.552206,0.724991,0.466694,0.395014,0.603935,1
515,0.407225,0.674967,0.674654,0.433931,0.514616,0.574065,0.784936,0.592347,0.369283,1
516,0.386626,0.649836,0.741954,0.525885,0.507403,0.417308,0.756329,0.471465,0.499377,1
517,0.505771,0.583062,0.278196,0.230462,0.733092,0.786593,0.237723,0.548122,0.465522,0
518,0.358438,0.442397,0.472055,0.810918,0.477269,0.499659,0.525431,0.18704,0.536298,1
519,0.32516,0.542798,0.421111,0.666413,0.581699,0.490248,0.408176,0.556514,0.469428,1
520,0.505771,0.566117,0.346379,0.447799,0.541211,0.292106,0.398964,0.550896,0.598143,0
521,0.501808,0.563589,0.380616,0.382545,0.586735,0.506503,0.447951,0.511219,0.858299,1
522,0.412187,0.533451,0.260282,0.468869,0.539126,0.359611,0.377123,0.420034,0.527665,0
523,0.602705,0.492124,0.205824,0.551704,0.661248,0.709159,0.525936,0.626416,0.447243,0
524,0.421934,0.602263,0.681679,0.59278,0.520778,0.307375,0.51337,0.435527,0.538189,1
525,0.492739,0.507753,0.307087,0.513743,0.581699,0.432455,0.397707,0.354061,0.741404,0
